"Internal Reference","Name","Description","Barcode","Product Category/ID","Point of Sale Category/ID","Product Type","Cost","Sales Price","Available in POS","Can be Purchased","Can be Sold"
"DJ191053","Holder Assly Lh-New Clutch Switch","Holder Assly Lh-New Clutch Switch","DJ191053","point_of_sale.00191","pos_category.2w","Storable Product","2140.0","2140.0","True","True","True"
"DJ191009","Holder Assy. Comp.","Holder Assy. Comp.","DJ191009","point_of_sale.00191","pos_category.2w","Storable Product","2260.0","2260.0","True","True","True"
"DU201028","Holder Asy-Lmp:Round Pulsar","Holder Asy-Lmp:Round Pulsar","DU201028","point_of_sale.00191","pos_category.2w","Storable Product","980.0","980.0","True","True","True"
"PF551438","Holder Clutch","Holder Clutch","PF551438","point_of_sale.00079","pos_category.2w","Storable Product","280.0","280.0","True","True","True"
"DH101484","Holder Clutch","Holder Clutch","DH101484","point_of_sale.00079","pos_category.2w","Storable Product","440.0","440.0","True","True","True"
"AA101157","Holder Clutch","Holder Clutch","AA101157","point_of_sale.00079","pos_category.3w","Storable Product","50.0","50.0","True","True","True"
"PF551406","Holder Clutch","Holder Clutch","PF551406","point_of_sale.00191","pos_category.2w","Storable Product","340.0","340.0","True","True","True"
"BF551417","Holder Clutch","Holder Clutch","BF551417","point_of_sale.00191","pos_category.qute","Storable Product","240.0","240.0","True","True","True"
"DK101338","Holder Clutch","Holder Clutch","DK101338","point_of_sale.00079","pos_category.2w","Storable Product","410.0","410.0","True","True","True"
"BF162016","Holder Clutch Cable","Holder Clutch Cable","BF162016","point_of_sale.00191","pos_category.qute","Storable Product","80.0","80.0","True","True","True"
"JB551412","Holder Clutch  Modified","Holder Clutch  Modified","JB551412","point_of_sale.00191","pos_category.2w","Storable Product","115.0","115.0","True","True","True"
"AP121031","Holder Element","Holder Element","AP121031","point_of_sale.00191","pos_category.3w","Storable Product","350.0","350.0","True","True","True"
"AP121125","Holder Element A","Holder Element A","AP121125","point_of_sale.00191","pos_category.3w","Storable Product","150.0","150.0","True","True","True"
"AP121126","Holder Element B","Holder Element B","AP121126","point_of_sale.00191","pos_category.3w","Storable Product","150.0","150.0","True","True","True"
"DL181060","Holder Fork","Holder Fork","DL181060","point_of_sale.00154","pos_category.2w","Storable Product","4190.0","4190.0","True","True","True"
"JA151003","Holder Fork Under","Holder Fork Under","JA151003","point_of_sale.00191","pos_category.2w","Storable Product","3595.0","3595.0","True","True","True"
"DF181083","Holder Fork Under","Holder Fork Under","DF181083","point_of_sale.00191","pos_category.2w","Storable Product","4080.0","4080.0","True","True","True"
"DJ181041","Holder Fork Under","Holder Fork Under","DJ181041","point_of_sale.00191","pos_category.2w","Storable Product","4790.0","4790.0","True","True","True"
"DF181020","Holder Fork Under","Holder Fork Under","DF181020","point_of_sale.00154","pos_category.2w","Storable Product","3060.0","3060.0","True","True","True"
"DP181022","Holder Fork Under","Holder Fork Under","DP181022","point_of_sale.00191","pos_category.2w","Storable Product","3100.0","3100.0","True","True","True"
"DH181016","Holder Fork Under","Holder Fork Under","DH181016","point_of_sale.00154","pos_category.2w","Storable Product","4080.0","4080.0","True","True","True"
"DD181207","Holder Fork Under","Holder Fork Under","DD181207","point_of_sale.00154","pos_category.2w","Storable Product","4760.0","4760.0","True","True","True"
"PA151011","Holder Fork Upper","Holder Fork Upper","PA151011","point_of_sale.00154","pos_category.2w","Storable Product","920.0","920.0","True","True","True"
"JB151003","Holder Fork Upper","Holder Fork Upper","JB151003","point_of_sale.00154","pos_category.2w","Storable Product","910.0","910.0","True","True","True"
"JW151001","Holder Fork Upper","Holder Fork Upper","JW151001","point_of_sale.00154","pos_category.2w","Storable Product","440.0","440.0","True","True","True"
"JZ151011","Holder Fork Upper","Holder Fork Upper","JZ151011","point_of_sale.00191","pos_category.2w","Storable Product","900.0","900.0","True","True","True"
"PD151020","Holder Fork Upper","Holder Fork Upper","PD151020","point_of_sale.00001","pos_category.2w","Storable Product","3770.0","3770.0","True","True","True"
"DP181023","Holder Fork Upper","Holder Fork Upper","DP181023","point_of_sale.00191","pos_category.2w","Storable Product","725.0","725.0","True","True","True"
"DH181135","Holder Fork Upper","Holder Fork Upper","DH181135","point_of_sale.00060","pos_category.2w","Storable Product","3980.0","3980.0","True","True","True"
"DD181205","Holder Fork Upper","Holder Fork Upper","DD181205","point_of_sale.00154","pos_category.2w","Storable Product","980.0","980.0","True","True","True"
"JZ151045","Holder Fork Upper","Holder Fork Upper","JZ151045","point_of_sale.00154","pos_category.2w","Storable Product","1040.0","1040.0","True","True","True"
"JZ151023","Holder Fork Upper","Holder Fork Upper","JZ151023","point_of_sale.00154","pos_category.2w","Storable Product","1120.0","1120.0","True","True","True"
"JH151006","Holder Fork Upper","Holder Fork Upper","JH151006","point_of_sale.00328","pos_category.2w","Storable Product","1080.0","1080.0","True","True","True"
"PA151007","Holder Fork Upper","Holder Fork Upper","PA151007","point_of_sale.00154","pos_category.2w","Storable Product","570.0","570.0","True","True","True"
"DH181091","Holder Fork Upper","Holder Fork Upper","DH181091","point_of_sale.00154","pos_category.2w","Storable Product","4380.0","4380.0","True","True","True"
"31181119","Holder Fork Upper-Es","Holder Fork Upper-Es","31181119","point_of_sale.00154","pos_category.2w","Storable Product","1915.0","1915.0","True","True","True"
"DH181056","Holder Fork Upper-Ug3","Holder Fork Upper-Ug3","DH181056","point_of_sale.00191","pos_category.2w","Storable Product","3070.0","3070.0","True","True","True"
"DZ181007","Holder Fork Upr Asy+St.Cum Ign Ve","Holder Fork Upr Asy+St.Cum Ign Ve","DZ181007","point_of_sale.00191","pos_category.2w","Storable Product","2820.0","2820.0","True","True","True"
"24201523","Holder Front Indicator Assy Fl","Holder Front Indicator Assy Fl","24201523","point_of_sale.00191","pos_category.3w","Storable Product","60.0","60.0","True","True","True"
"DK181030","Holder Handle","Holder Handle","DK181030","point_of_sale.00191","pos_category.2w","Storable Product","1600.0","1600.0","True","True","True"
"JZ181007","Holder Handle","Holder Handle","JZ181007","point_of_sale.00191","pos_category.2w","Storable Product","240.0","240.0","True","True","True"
"JZ181018","Holder Handle","Holder Handle","JZ181018","point_of_sale.00191","pos_category.2w","Storable Product","470.0","470.0","True","True","True"
"PD151001","Holder Handle  Upper","Holder Handle  Upper","PD151001","point_of_sale.00113","pos_category.2w","Storable Product","600.0","600.0","True","True","True"
"FD181031","Holder Handle Assembly Lower","Holder Handle Assembly Lower","FD181031","point_of_sale.00191","pos_category.2w","Storable Product","470.0","470.0","True","True","True"
"DK181039","Holder Handle Assy Lh","Holder Handle Assy Lh","DK181039","point_of_sale.00191","pos_category.2w","Storable Product","3790.0","3790.0","True","True","True"
"DK181059","Holder Handle Assy Lh Black","Holder Handle Assy Lh Black","DK181059","point_of_sale.00191","pos_category.2w","Storable Product","3080.0","3080.0","True","True","True"
"DH181131","Holder Handle Bar Lh","Holder Handle Bar Lh","DH181131","point_of_sale.00191","pos_category.2w","Storable Product","2870.0","2870.0","True","True","True"
"DH181133","Holder Handle Bar Rh","Holder Handle Bar Rh","DH181133","point_of_sale.00191","pos_category.2w","Storable Product","2580.0","2580.0","True","True","True"
"JL151026","Holder Handle Lh","Holder Handle Lh","JL151026","point_of_sale.00181","pos_category.2w","Storable Product","5540.0","5540.0","True","True","True"
"JD151051","Holder Handle Lh - Black","Holder Handle Lh - Black","JD151051","point_of_sale.00181","pos_category.2w","Storable Product","3490.0","3490.0","True","True","True"
"JH151007","Holder Handle Lower","Holder Handle Lower","JH151007","point_of_sale.00191","pos_category.2w","Storable Product","880.0","880.0","True","True","True"
"JZ181016","Holder Handle Lower Lh","Holder Handle Lower Lh","JZ181016","point_of_sale.00191","pos_category.2w","Storable Product","350.0","350.0","True","True","True"
"JZ181013","Holder Handle Lower Lh","Holder Handle Lower Lh","JZ181013","point_of_sale.00191","pos_category.2w","Storable Product","280.0","280.0","True","True","True"
"JZ181012","Holder Handle Lower Rh","Holder Handle Lower Rh","JZ181012","point_of_sale.00191","pos_category.2w","Storable Product","280.0","280.0","True","True","True"
"JZ181017","Holder Handle Lower Rh","Holder Handle Lower Rh","JZ181017","point_of_sale.00191","pos_category.2w","Storable Product","350.0","350.0","True","True","True"
"DK181032","Holder Handle Rh","Holder Handle Rh","DK181032","point_of_sale.00191","pos_category.2w","Storable Product","1600.0","1600.0","True","True","True"
"JL151030","Holder Handle Rh","Holder Handle Rh","JL151030","point_of_sale.00181","pos_category.2w","Storable Product","4380.0","4380.0","True","True","True"
"DH181096","Holder Handle Rh","Holder Handle Rh","DH181096","point_of_sale.00191","pos_category.2w","Storable Product","2650.0","2650.0","True","True","True"
"JD151052","Holder Handle Rh - Black","Holder Handle Rh - Black","JD151052","point_of_sale.00181","pos_category.2w","Storable Product","1580.0","1580.0","True","True","True"
"DK181062","Holder Handle Rh Black","Holder Handle Rh Black","DK181062","point_of_sale.00191","pos_category.2w","Storable Product","2520.0","2520.0","True","True","True"
"FD181030","Holder Handle Upper","Holder Handle Upper","FD181030","point_of_sale.00191","pos_category.2w","Storable Product","150.0","150.0","True","True","True"
"DD191084","Holder Lever Lh","Holder Lever Lh","DD191084","point_of_sale.00215","pos_category.2w","Storable Product","530.0","530.0","True","True","True"
"PF161010","Holder Lever Lh","Holder Lever Lh","PF161010","point_of_sale.00191","pos_category.2w","Storable Product","490.0","490.0","True","True","True"
"DJ191081","Holder Lh","Holder Lh","DJ191081","point_of_sale.00191","pos_category.2w","Storable Product","880.0","880.0","True","True","True"
"DJ191004","Holder Lh","Holder Lh","DJ191004","point_of_sale.00191","pos_category.2w","Storable Product","570.0","570.0","True","True","True"
"DK181096","Holder Lh","Holder Lh","DK181096","point_of_sale.00009","pos_category.2w","Storable Product","680.0","680.0","True","True","True"
"DJ191054","Holder Lh For New Clutch Switch","Holder Lh For New Clutch Switch","DJ191054","point_of_sale.00191","pos_category.2w","Storable Product","1100.0","1100.0","True","True","True"
"PD151004","Holder Lh Handle Tube - A102","Holder Lh Handle Tube - A102","PD151004","point_of_sale.00191","pos_category.2w","Storable Product","1820.0","1820.0","True","True","True"
"JB113001","Holder Lh Step","Holder Lh Step","JB113001","point_of_sale.00191","pos_category.2w","Storable Product","675.0","675.0","True","True","True"
"JW113003","Holder Lh Step","Holder Lh Step","JW113003","point_of_sale.00191","pos_category.2w","Storable Product","2840.0","2840.0","True","True","True"
"JZ113048","Holder Lh Step","Holder Lh Step","JZ113048","point_of_sale.00153","pos_category.2w","Storable Product","2030.0","2030.0","True","True","True"
"JZ113015","Holder Lh Step","Holder Lh Step","JZ113015","point_of_sale.00191","pos_category.2w","Storable Product","1270.0","1270.0","True","True","True"
"JZ113006","Holder Lh Step","Holder Lh Step","JZ113006","point_of_sale.00191","pos_category.2w","Storable Product","1180.0","1180.0","True","True","True"
"DP121055","Holder Main Jet","Holder Main Jet","DP121055","point_of_sale.00060","pos_category.2w","Storable Product","370.0","370.0","True","True","True"
"AB121027","Holder Need Jet","Holder Need Jet","AB121027","point_of_sale.00060","pos_category.3w","Storable Product","270.0","270.0","True","True","True"
"DD121165","Holder Needle Jet","Holder Needle Jet","DD121165","point_of_sale.00060","pos_category.2w","Storable Product","240.0","240.0","True","True","True"
"JP232808","Holder Number Plate","Holder Number Plate","JP232808","point_of_sale.00150","pos_category.2w","Storable Product","160.0","160.0","True","True","True"
"JH113019","Holder Pillion Step Lh","Holder Pillion Step Lh","JH113019","point_of_sale.00231","pos_category.2w","Storable Product","920.0","920.0","True","True","True"
"JH113020","Holder Pillion Step Rh","Holder Pillion Step Rh","JH113020","point_of_sale.00232","pos_category.2w","Storable Product","720.0","720.0","True","True","True"
"DH102094","Holder Plate","Holder Plate","DH102094","point_of_sale.00275","pos_category.2w","Storable Product","270.0","270.0","True","True","True"
"PD151005","Holder Rh Handle Tube - A102","Holder Rh Handle Tube - A102","PD151005","point_of_sale.00191","pos_category.2w","Storable Product","1810.0","1810.0","True","True","True"
"JZ113026","Holder Rh Step","Holder Rh Step","JZ113026","point_of_sale.00191","pos_category.2w","Storable Product","2390.0","2390.0","True","True","True"
"JZ113007","Holder Rh Step","Holder Rh Step","JZ113007","point_of_sale.00191","pos_category.2w","Storable Product","1220.0","1220.0","True","True","True"
"JZ113017","Holder Rh Step","Holder Rh Step","JZ113017","point_of_sale.00191","pos_category.2w","Storable Product","1580.0","1580.0","True","True","True"
"JW113005","Holder Rh Step","Holder Rh Step","JW113005","point_of_sale.00191","pos_category.2w","Storable Product","2365.0","2365.0","True","True","True"
"JB113003","Holder Rh Step","Holder Rh Step","JB113003","point_of_sale.00191","pos_category.2w","Storable Product","385.0","385.0","True","True","True"
"JZ113052","Holder Rh Step","Holder Rh Step","JZ113052","point_of_sale.00153","pos_category.2w","Storable Product","2490.0","2490.0","True","True","True"
"DF161249","Holder Step","Holder Step","DF161249","point_of_sale.00191","pos_category.2w","Storable Product","1750.0","1750.0","True","True","True"
"DK161308","Holder Step - Lh (Mlt Silver P-180)","Holder Step - Lh (Mlt Silver P-180)","DK161308","point_of_sale.00191","pos_category.2w","Storable Product","5850.0","5850.0","True","True","True"
"DK161309","Holder Step - Rh (Mlt Silver P-220)","Holder Step - Rh (Mlt Silver P-220)","DK161309","point_of_sale.00191","pos_category.2w","Storable Product","5600.0","5600.0","True","True","True"
"DF161425","Holder Step Assy With Square Shaped Pvc","Holder Step Assy With Square Shaped Pvc","DF161425","point_of_sale.00191","pos_category.2w","Storable Product","4190.0","4190.0","True","True","True"
"DD161417","Holder Step Asy:Sqr Damper+Rbr Kick Stopr","Holder Step Asy:Sqr Damper+Rbr Kick Stopr","DD161417","point_of_sale.00191","pos_category.2w","Storable Product","1805.0","1805.0","True","True","True"
"JD113035","Holder Step Lh","Holder Step Lh","JD113035","point_of_sale.00153","pos_category.2w","Storable Product","6300.0","6300.0","True","True","True"
"JL113034","Holder Step Lh","Holder Step Lh","JL113034","point_of_sale.00153","pos_category.2w","Storable Product","2850.0","2850.0","True","True","True"
"JD113002","Holder Step Lh","Holder Step Lh","JD113002","point_of_sale.00191","pos_category.2w","Storable Product","4600.0","4600.0","True","True","True"
