External ID,Internal Reference,Quantity On Hand
point_of_sale.52JF0068,52JF0068,0.0
point_of_sale.52JF0069,52JF0069,0.0
point_of_sale.52JF0070,52JF0070,0.0
point_of_sale.52JF0071,52JF0071,0.0
point_of_sale.52JF0074,52JF0074,0.0
point_of_sale.52JF0078,52JF0078,0.0
point_of_sale.52JF0080,52JF0080,0.0
point_of_sale.52JF0081,52JF0081,0.0
point_of_sale.52JF0082,52JF0082,1.0
point_of_sale.52JF0089,52JF0089,0.0
point_of_sale.52JF0090,52JF0090,0.0
point_of_sale.52JF0228,52JF0228,0.0
point_of_sale.52JF0229,52JF0229,0.0
point_of_sale.52JF0230,52JF0230,1.0
point_of_sale.52JF0239,52JF0239,0.0
point_of_sale.52JF0242,52JF0242,0.0
point_of_sale.52JF0297,52JF0297,0.0
point_of_sale.52JF0299,52JF0299,0.0
point_of_sale.52JF0300,52JF0300,0.0
point_of_sale.52JF0301,52JF0301,0.0
point_of_sale.52JF0302,52JF0302,0.0
point_of_sale.52JF0304,52JF0304,0.0
point_of_sale.52JF0305,52JF0305,0.0
point_of_sale.52JF0306,52JF0306,0.0
point_of_sale.52JF0411,52JF0411,0.0
point_of_sale.52JF0412,52JF0412,0.0
point_of_sale.52JF0418,52JF0418,0.0
point_of_sale.52JF0419,52JF0419,0.0
point_of_sale.52JF0420,52JF0420,0.0
point_of_sale.52JF0426,52JF0426,0.0
point_of_sale.52JF0427,52JF0427,0.0
point_of_sale.52JF0428,52JF0428,0.0
point_of_sale.52JF0434,52JF0434,1.0
point_of_sale.52JF0435,52JF0435,1.0
point_of_sale.52JF0455,52JF0455,0.0
point_of_sale.52JF0456,52JF0456,0.0
point_of_sale.52JF0457,52JF0457,0.0
point_of_sale.52JF0458,52JF0458,0.0
point_of_sale.52JF0459,52JF0459,2.0
point_of_sale.52JF0460,52JF0460,0.0
point_of_sale.52JF0590,52JF0590,0.0
point_of_sale.52JF0592,52JF0592,0.0
point_of_sale.52JF0593,52JF0593,0.0
point_of_sale.52JF0594,52JF0594,0.0
point_of_sale.52JF0597,52JF0597,0.0
point_of_sale.52JF0598,52JF0598,0.0
point_of_sale.52JF0600,52JF0600,0.0
point_of_sale.52JF0603,52JF0603,0.0
point_of_sale.52JF0604,52JF0604,0.0
point_of_sale.52JH0018,52JH0018,4.0
point_of_sale.52JH0019,52JH0019,0.0
point_of_sale.52JH0022,52JH0022,0.0
point_of_sale.52JH0032,52JH0032,0.0
point_of_sale.52JH0059,52JH0059,0.0
point_of_sale.52JH0060,52JH0060,0.0
point_of_sale.52JH0064,52JH0064,0.0
point_of_sale.52JH0067,52JH0067,0.0
point_of_sale.52JH0069,52JH0069,0.0
point_of_sale.52JH0073,52JH0073,0.0
point_of_sale.52JH0081,52JH0081,0.0
point_of_sale.52JH0082,52JH0082,0.0
point_of_sale.52JH0086,52JH0086,0.0
point_of_sale.52JH0087,52JH0087,0.0
point_of_sale.52JH0285,52JH0285,0.0
point_of_sale.52JH0286,52JH0286,0.0
point_of_sale.52JH0287,52JH0287,0.0
point_of_sale.52JH0410,52JH0410,0.0
point_of_sale.52JH0411,52JH0411,0.0
point_of_sale.52JH0412,52JH0412,0.0
point_of_sale.52JH0413,52JH0413,0.0
point_of_sale.52JH0414,52JH0414,0.0
point_of_sale.52JH0415,52JH0415,0.0
point_of_sale.52JH0425,52JH0425,0.0
point_of_sale.52JH0426,52JH0426,0.0
point_of_sale.52JH0448,52JH0448,0.0
point_of_sale.52JH0449,52JH0449,0.0
point_of_sale.52JH5506,52JH5506,0.0
point_of_sale.52JL0054,52JL0054,0.0
point_of_sale.52JL0055,52JL0055,0.0
point_of_sale.52JL0059,52JL0059,0.0
point_of_sale.52JL0065,52JL0065,0.0
point_of_sale.52JL0066,52JL0066,0.0
point_of_sale.52JL0067,52JL0067,0.0
point_of_sale.52JL0072,52JL0072,0.0
point_of_sale.52JL0141,52JL0141,0.0
point_of_sale.52JL0142,52JL0142,0.0
point_of_sale.52JL0143,52JL0143,0.0
point_of_sale.52JL0152,52JL0152,0.0
point_of_sale.52JL0153,52JL0153,0.0
point_of_sale.52JL0156,52JL0156,0.0
point_of_sale.52JL0157,52JL0157,0.0
point_of_sale.52JL0158,52JL0158,18.0
point_of_sale.52JL0159,52JL0159,23.0
point_of_sale.52JL0182,52JL0182,0.0
point_of_sale.52JL0188,52JL0188,0.0
point_of_sale.52JL0189,52JL0189,0.0
point_of_sale.52JL0190,52JL0190,0.0
point_of_sale.52JL0191,52JL0191,2.0
point_of_sale.52JL0192,52JL0192,0.0
point_of_sale.52JL0193,52JL0193,0.0
point_of_sale.52JL0194,52JL0194,-1.0
point_of_sale.52JL0195,52JL0195,0.0
point_of_sale.52JL0196,52JL0196,1.0
point_of_sale.52JL0197,52JL0197,2.0
point_of_sale.52JL0198,52JL0198,1.0
point_of_sale.52JL0216,52JL0216,1.0
point_of_sale.52JL0217,52JL0217,0.0
point_of_sale.52JL0218,52JL0218,1.0
point_of_sale.52JL0219,52JL0219,0.0
point_of_sale.52JL0220,52JL0220,0.0
point_of_sale.52JL0221,52JL0221,0.0
point_of_sale.52JL0254,52JL0254,0.0
point_of_sale.52JL0255,52JL0255,0.0
point_of_sale.52JL0339,52JL0339,2.0
point_of_sale.52JL0349,52JL0349,1.0
point_of_sale.52JL0350,52JL0350,1.0
point_of_sale.52JL0351,52JL0351,0.0
point_of_sale.52JL0352,52JL0352,0.0
point_of_sale.52JL0353,52JL0353,0.0
point_of_sale.52JL0354,52JL0354,0.0
point_of_sale.52JL0750,52JL0750,0.0
point_of_sale.52JL0892,52JL0892,0.0
point_of_sale.52JL0917,52JL0917,0.0
point_of_sale.52JL0918,52JL0918,9.0
point_of_sale.52JL0919,52JL0919,0.0
point_of_sale.52JL0920,52JL0920,0.0
point_of_sale.52JL0926,52JL0926,0.0
point_of_sale.52JL0927,52JL0927,0.0
point_of_sale.52JL0928,52JL0928,2.0
point_of_sale.52JL0929,52JL0929,1.0
point_of_sale.52JL0935,52JL0935,0.0
point_of_sale.52JL0936,52JL0936,1.0
point_of_sale.52JL0937,52JL0937,2.0
point_of_sale.52JL0938,52JL0938,0.0
point_of_sale.52JL0979,52JL0979,0.0
point_of_sale.52JL0980,52JL0980,0.0
point_of_sale.52JL0981,52JL0981,0.0
point_of_sale.52JL0982,52JL0982,2.0
point_of_sale.52JL0992,52JL0992,1.0
point_of_sale.52JL0993,52JL0993,1.0
point_of_sale.52JL0994,52JL0994,2.0
point_of_sale.52JL0995,52JL0995,1.0
point_of_sale.52JL0996,52JL0996,1.0
point_of_sale.52JL0997,52JL0997,1.0
point_of_sale.52JL0998,52JL0998,0.0
point_of_sale.52JL1018,52JL1018,2.0
point_of_sale.52JL1019,52JL1019,0.0
point_of_sale.52JL1020,52JL1020,2.0
point_of_sale.52JL1021,52JL1021,0.0
point_of_sale.52JL1024,52JL1024,1.0
point_of_sale.52JL1035,52JL1035,7.0
point_of_sale.52JL1053,52JL1053,0.0
point_of_sale.52JL1055,52JL1055,1.0
point_of_sale.52JL1057,52JL1057,1.0
point_of_sale.52JL1059,52JL1059,0.0
point_of_sale.52JL1061,52JL1061,0.0
point_of_sale.52JL1063,52JL1063,0.0
point_of_sale.52JL1065,52JL1065,1.0
point_of_sale.52JL1067,52JL1067,1.0
point_of_sale.52JL1082,52JL1082,0.0
point_of_sale.52JM0018,52JM0018,0.0
point_of_sale.52JN0004,52JN0004,0.0
point_of_sale.52JN0005,52JN0005,0.0
point_of_sale.52JN0008,52JN0008,0.0
point_of_sale.52JN0034,52JN0034,0.0
point_of_sale.52JN0136,52JN0136,-1.0
point_of_sale.52JP0055,52JP0055,0.0
point_of_sale.52JP0065,52JP0065,0.0
point_of_sale.52JP0067,52JP0067,0.0
point_of_sale.52JP0077,52JP0077,0.0
point_of_sale.52JP0085,52JP0085,0.0
point_of_sale.52JP0093,52JP0093,0.0
point_of_sale.52JP0095,52JP0095,0.0
point_of_sale.52JP0101,52JP0101,0.0
point_of_sale.52JP0103,52JP0103,0.0
point_of_sale.52JP0134,52JP0134,0.0
point_of_sale.52JP0339,52JP0339,0.0
point_of_sale.52JP0604,52JP0604,0.0
point_of_sale.52JP0605,52JP0605,0.0
point_of_sale.52JP0606,52JP0606,0.0
point_of_sale.52JP0607,52JP0607,0.0
point_of_sale.52JP0608,52JP0608,0.0
point_of_sale.52JP0609,52JP0609,0.0
point_of_sale.52JU0018,52JU0018,0.0
point_of_sale.52JU0207,52JU0207,0.0
point_of_sale.52JU0210,52JU0210,0.0
point_of_sale.52JU0213,52JU0213,0.0
point_of_sale.52JU0214,52JU0214,0.0
point_of_sale.52JU0217,52JU0217,0.0
point_of_sale.52JU0488,52JU0488,0.0
point_of_sale.52JW0025,52JW0025,0.0
point_of_sale.52JW0036,52JW0036,0.0
point_of_sale.52JW0037,52JW0037,0.0
point_of_sale.52JW0038,52JW0038,0.0
point_of_sale.52JW0039,52JW0039,0.0
point_of_sale.52JW0045,52JW0045,0.0
point_of_sale.52JY0185,52JY0185,0.0
point_of_sale.52JY0547,52JY0547,0.0
point_of_sale.52JY0721,52JY0721,0.0
point_of_sale.52JY0722,52JY0722,0.0
point_of_sale.52JY0723,52JY0723,0.0
point_of_sale.52JY0724,52JY0724,0.0
point_of_sale.52JY0725,52JY0725,0.0
point_of_sale.52JY0726,52JY0726,0.0
point_of_sale.52JY0727,52JY0727,0.0
point_of_sale.52JY0731,52JY0731,0.0
point_of_sale.52JY0746,52JY0746,0.0
point_of_sale.52JY0747,52JY0747,0.0
point_of_sale.52JY0748,52JY0748,0.0
point_of_sale.52JY0749,52JY0749,0.0
point_of_sale.52JY0750,52JY0750,0.0
point_of_sale.52JY0751,52JY0751,0.0
point_of_sale.52JY0752,52JY0752,0.0
point_of_sale.52JY0755,52JY0755,0.0
point_of_sale.52JY0822,52JY0822,0.0
point_of_sale.52JY0823,52JY0823,0.0
point_of_sale.52JY1387,52JY1387,0.0
point_of_sale.52JY1388,52JY1388,0.0
point_of_sale.52JY1389,52JY1389,0.0
point_of_sale.52JY1390,52JY1390,0.0
point_of_sale.52JY1391,52JY1391,0.0
point_of_sale.52JY1392,52JY1392,0.0
point_of_sale.52JY1393,52JY1393,0.0
point_of_sale.52JY1905,52JY1905,0.0
point_of_sale.52JY1906,52JY1906,0.0
point_of_sale.52JY1907,52JY1907,0.0
point_of_sale.52JY1908,52JY1908,0.0
point_of_sale.52JY1909,52JY1909,0.0
point_of_sale.52JY1910,52JY1910,0.0
point_of_sale.52JY1911,52JY1911,0.0
point_of_sale.52JY1912,52JY1912,0.0
point_of_sale.52JY1913,52JY1913,0.0
point_of_sale.52JY1914,52JY1914,0.0
point_of_sale.52JY1915,52JY1915,0.0
point_of_sale.52JY1916,52JY1916,0.0
point_of_sale.52JY1917,52JY1917,0.0
point_of_sale.52JY1918,52JY1918,0.0
point_of_sale.52JZ0014,52JZ0014,0.0
point_of_sale.52JZ0015,52JZ0015,0.0
point_of_sale.52JZ0018,52JZ0018,1.0
point_of_sale.52JZ0020,52JZ0020,0.0
point_of_sale.52JZ0021,52JZ0021,0.0
point_of_sale.52JZ0023,52JZ0023,0.0
point_of_sale.52JZ0050,52JZ0050,0.0
point_of_sale.52JZ0051,52JZ0051,0.0
point_of_sale.52JZ0052,52JZ0052,1.0
point_of_sale.52JZ0053,52JZ0053,0.0
point_of_sale.52JZ0054,52JZ0054,5.0
point_of_sale.52JZ0055,52JZ0055,0.0
point_of_sale.52JZ0097,52JZ0097,0.0
point_of_sale.52JZ0098,52JZ0098,0.0
point_of_sale.52JZ0099,52JZ0099,1.0
point_of_sale.52JZ0100,52JZ0100,1.0
point_of_sale.52JZ0115,52JZ0115,0.0
point_of_sale.52JZ0116,52JZ0116,0.0
point_of_sale.52JZ0118,52JZ0118,0.0
point_of_sale.52JZ0264,52JZ0264,1.0
point_of_sale.52JZ0596,52JZ0596,0.0
point_of_sale.52JZ0597,52JZ0597,0.0
point_of_sale.52JZ0598,52JZ0598,0.0
point_of_sale.52JZ0599,52JZ0599,0.0
point_of_sale.52JZ0608,52JZ0608,0.0
point_of_sale.52JZ0609,52JZ0609,0.0
point_of_sale.52JZ0611,52JZ0611,0.0
point_of_sale.52JZ0615,52JZ0615,0.0
point_of_sale.52JZ0628,52JZ0628,0.0
point_of_sale.52JZ0629,52JZ0629,0.0
point_of_sale.52JZ0630,52JZ0630,0.0
point_of_sale.52JZ0631,52JZ0631,0.0
point_of_sale.52JZ0640,52JZ0640,0.0
point_of_sale.52JZ0641,52JZ0641,0.0
point_of_sale.52JZ0642,52JZ0642,0.0
point_of_sale.52JZ0643,52JZ0643,0.0
point_of_sale.52JZ0648,52JZ0648,0.0
point_of_sale.52JZ0649,52JZ0649,0.0
point_of_sale.52JZ0650,52JZ0650,0.0
point_of_sale.52JZ0651,52JZ0651,0.0
point_of_sale.52JZ0922,52JZ0922,0.0
point_of_sale.52JZ0923,52JZ0923,0.0
point_of_sale.52JZ0925,52JZ0925,0.0
point_of_sale.52JZ0926,52JZ0926,4.0
point_of_sale.52JZ0927,52JZ0927,4.0
point_of_sale.52JZ0929,52JZ0929,4.0
point_of_sale.52JZ0938,52JZ0938,0.0
point_of_sale.52JZ0939,52JZ0939,4.0
point_of_sale.52JZ0941,52JZ0941,0.0
point_of_sale.52JZ0946,52JZ0946,0.0
point_of_sale.52JZ0947,52JZ0947,0.0
point_of_sale.52JZ0949,52JZ0949,0.0
point_of_sale.52JZ0950,52JZ0950,0.0
point_of_sale.52JZ0951,52JZ0951,2.0
point_of_sale.52JZ0953,52JZ0953,0.0
point_of_sale.52JZ0960,52JZ0960,0.0
point_of_sale.52JZ1762,52JZ1762,0.0
point_of_sale.52JZ1775,52JZ1775,1.0
point_of_sale.52JZ1798,52JZ1798,1.0
point_of_sale.52JZ1804,52JZ1804,5.0
point_of_sale.52JZ1805,52JZ1805,0.0
point_of_sale.52JZ1811,52JZ1811,2.0
point_of_sale.52JZ1816,52JZ1816,1.0
point_of_sale.52JZ1823,52JZ1823,2.0
point_of_sale.52JZ1841,52JZ1841,0.0
point_of_sale.52JZ1850,52JZ1850,1.0
point_of_sale.52JZ2015,52JZ2015,0.0
point_of_sale.52PA0015,52PA0015,1.0
point_of_sale.52PA0016,52PA0016,0.0
point_of_sale.52PA0017,52PA0017,0.0
point_of_sale.52PA0018,52PA0018,1.0
point_of_sale.52PA0019,52PA0019,2.0
point_of_sale.52PA0020,52PA0020,0.0
point_of_sale.52PA0021,52PA0021,0.0
point_of_sale.52PA0022,52PA0022,0.0
point_of_sale.52PA0023,52PA0023,0.0
point_of_sale.52PA0024,52PA0024,0.0
point_of_sale.52PA0025,52PA0025,0.0
point_of_sale.52PA0026,52PA0026,0.0
point_of_sale.52PA0027,52PA0027,0.0
point_of_sale.52PA0051,52PA0051,1.0
point_of_sale.52PA0052,52PA0052,0.0
point_of_sale.52PA0054,52PA0054,1.0
point_of_sale.52PA0137,52PA0137,0.0
point_of_sale.52PA0138,52PA0138,0.0
point_of_sale.52PA0140,52PA0140,0.0
point_of_sale.52PA0145,52PA0145,0.0
point_of_sale.52PA0516,52PA0516,0.0
point_of_sale.52PA0517,52PA0517,0.0
point_of_sale.52PA0518,52PA0518,0.0
point_of_sale.52PA0519,52PA0519,0.0
point_of_sale.52PA0520,52PA0520,1.0
point_of_sale.52PA0521,52PA0521,0.0
point_of_sale.52PA0522,52PA0522,0.0
point_of_sale.52PA0523,52PA0523,0.0
point_of_sale.52PA0524,52PA0524,0.0
point_of_sale.52PA0525,52PA0525,0.0
point_of_sale.52PA0528,52PA0528,0.0
point_of_sale.52PA0529,52PA0529,2.0
point_of_sale.52PA0530,52PA0530,3.0
point_of_sale.52PA0531,52PA0531,1.0
point_of_sale.52PA0532,52PA0532,0.0
point_of_sale.52PA0533,52PA0533,0.0
point_of_sale.52PA0536,52PA0536,3.0
point_of_sale.52PA0537,52PA0537,1.0
point_of_sale.52PA0538,52PA0538,0.0
point_of_sale.52PA0539,52PA0539,0.0
point_of_sale.52PA0554,52PA0554,2.0
point_of_sale.52PA0555,52PA0555,0.0
point_of_sale.52PA0560,52PA0560,0.0
point_of_sale.52PA0561,52PA0561,0.0
point_of_sale.52PA0563,52PA0563,0.0
point_of_sale.52PA0565,52PA0565,0.0
point_of_sale.52PA0568,52PA0568,0.0
point_of_sale.52PA0569,52PA0569,0.0
point_of_sale.52PA0571,52PA0571,0.0
point_of_sale.52PA0572,52PA0572,0.0
point_of_sale.52PA0701,52PA0701,0.0
point_of_sale.52PA0702,52PA0702,0.0
point_of_sale.52PA0703,52PA0703,0.0
point_of_sale.52PA1177,52PA1177,2.0
point_of_sale.52PD0109,52PD0109,0.0
point_of_sale.52PD0117,52PD0117,1.0
point_of_sale.52PD0135,52PD0135,0.0
point_of_sale.52PD0149,52PD0149,1.0
point_of_sale.52PD0150,52PD0150,1.0
point_of_sale.52PD0151,52PD0151,0.0
point_of_sale.52PD0154,52PD0154,1.0
point_of_sale.52PD0155,52PD0155,0.0
point_of_sale.52PD0156,52PD0156,0.0
point_of_sale.52PD0166,52PD0166,0.0
point_of_sale.52PD0313,52PD0313,0.0
point_of_sale.52PD0331,52PD0331,0.0
point_of_sale.52PD0332,52PD0332,0.0
point_of_sale.52PD0380,52PD0380,0.0
point_of_sale.52PD0387,52PD0387,0.0
point_of_sale.52PD0596,52PD0596,0.0
point_of_sale.52PD0597,52PD0597,0.0
point_of_sale.52PD0608,52PD0608,0.0
point_of_sale.52PD0609,52PD0609,0.0
point_of_sale.52PD0678,52PD0678,1.0
point_of_sale.52PF0315,52PF0315,0.0
point_of_sale.52PF0316,52PF0316,0.0
point_of_sale.52PF0317,52PF0317,2.0
point_of_sale.52PF0318,52PF0318,0.0
point_of_sale.52PF0319,52PF0319,0.0
point_of_sale.52PF0320,52PF0320,1.0
point_of_sale.52PF0324,52PF0324,0.0
point_of_sale.52PF0325,52PF0325,0.0
point_of_sale.52PF0326,52PF0326,2.0
point_of_sale.52PF0327,52PF0327,2.0
point_of_sale.52PF0328,52PF0328,2.0
point_of_sale.52PF0329,52PF0329,1.0
point_of_sale.52PF0333,52PF0333,3.0
point_of_sale.52PF0334,52PF0334,0.0
point_of_sale.52PF0335,52PF0335,0.0
point_of_sale.52PF0336,52PF0336,0.0
point_of_sale.52PF0337,52PF0337,0.0
point_of_sale.52PF0338,52PF0338,0.0
point_of_sale.52PF0358,52PF0358,0.0
point_of_sale.52PF0359,52PF0359,0.0
point_of_sale.52PF0360,52PF0360,1.0
point_of_sale.52PF0558,52PF0558,0.0
point_of_sale.52PF0560,52PF0560,1.0
point_of_sale.52PF0622,52PF0622,1.0
point_of_sale.52PF0726,52PF0726,6.0
point_of_sale.52PF0727,52PF0727,3.0
point_of_sale.52PF0728,52PF0728,0.0
point_of_sale.52PF0729,52PF0729,0.0
point_of_sale.52PF0730,52PF0730,0.0
point_of_sale.52PF0731,52PF0731,0.0
point_of_sale.52PF0732,52PF0732,0.0
point_of_sale.52PF0733,52PF0733,0.0
point_of_sale.52PF0734,52PF0734,0.0
point_of_sale.52PF0735,52PF0735,3.0
point_of_sale.52PF0736,52PF0736,0.0
point_of_sale.52PF0740,52PF0740,0.0
point_of_sale.52PF0741,52PF0741,0.0
point_of_sale.52PF0742,52PF0742,1.0
point_of_sale.52PF0761,52PF0761,0.0
point_of_sale.52PF0762,52PF0762,0.0
point_of_sale.52PF0773,52PF0773,0.0
point_of_sale.52PF0915,52PF0915,0.0
point_of_sale.52PF1038,52PF1038,0.0
point_of_sale.52PF1152,52PF1152,0.0
point_of_sale.52PF1153,52PF1153,0.0
point_of_sale.52PF1154,52PF1154,0.0
point_of_sale.52PF1156,52PF1156,4.0
point_of_sale.52PF1160,52PF1160,0.0
point_of_sale.52PF1165,52PF1165,0.0
point_of_sale.52PF1214,52PF1214,1.0
point_of_sale.54802005000,54802005000,0.0
point_of_sale.54829068000,54829068000,0.0
point_of_sale.56060123,56060123,0.0
point_of_sale.56350423,56350423,0.0
point_of_sale.56DH046D,56DH046D,2.0
point_of_sale.56DH047T,56DH047T,3.0
point_of_sale.56DH053F,56DH053F,0.0
point_of_sale.56DH055N,56DH055N,0.0
point_of_sale.56DH056D,56DH056D,0.0
point_of_sale.56DH057Q,56DH057Q,0.0
point_of_sale.56DH057T,56DH057T,1.0
point_of_sale.56DH2323,56DH2323,0.0
point_of_sale.56DH3X1Y,56DH3X1Y,0.0
point_of_sale.56DH3Y1Y,56DH3Y1Y,0.0
point_of_sale.56DH456E,56DH456E,0.0
point_of_sale.56DJ04X3,56DJ04X3,0.0
point_of_sale.56DJ057T,56DJ057T,0.0
point_of_sale.56DJ3X1Y,56DJ3X1Y,5.0
point_of_sale.56DJ3Y1Y,56DJ3Y1Y,3.0
point_of_sale.56DJ4E1Y,56DJ4E1Y,1.0
point_of_sale.56DK057Q,56DK057Q,0.0
point_of_sale.56DK05X3,56DK05X3,-1.0
point_of_sale.56DK31Y9,56DK31Y9,2.0
point_of_sale.56DK32Y9,56DK32Y9,1.0
point_of_sale.56DK33Y9,56DK33Y9,2.0
point_of_sale.56DK4527,56DK4527,0.0
point_of_sale.56DK452V,56DK452V,0.0
point_of_sale.56DK455N,56DK455N,0.0
point_of_sale.56DK455Y,56DK455Y,0.0
point_of_sale.56DK45X3,56DK45X3,0.0
point_of_sale.56DT044R,56DT044R,0.0
point_of_sale.56DT054R,56DT054R,0.0
point_of_sale.56DT056T,56DT056T,0.0
point_of_sale.56DT05X3,56DT05X3,0.0
point_of_sale.56DT074X,56DT074X,0.0
point_of_sale.56DT084X,56DT084X,0.0
point_of_sale.56DT104R,56DT104R,0.0
point_of_sale.56DT106T,56DT106T,0.0
point_of_sale.56DT10X3,56DT10X3,0.0
point_of_sale.56DT114R,56DT114R,0.0
point_of_sale.56DT116T,56DT116T,0.0
point_of_sale.56DT11X3,56DT11X3,0.0
point_of_sale.56DT124X,56DT124X,0.0
point_of_sale.56DT134X,56DT134X,0.0
point_of_sale.56DT1RX3,56DT1RX3,0.0
point_of_sale.56DT224R,56DT224R,0.0
point_of_sale.56DT226T,56DT226T,0.0
point_of_sale.56DT22X3,56DT22X3,0.0
point_of_sale.56DT2Z5N,56DT2Z5N,0.0
point_of_sale.56DT3133,56DT3133,0.0
point_of_sale.56DT344R,56DT344R,0.0
point_of_sale.56DT354R,56DT354R,0.0
point_of_sale.56DT366B,56DT366B,0.0
point_of_sale.56DT3X1Y,56DT3X1Y,0.0
point_of_sale.56DT3Y1Y,56DT3Y1Y,0.0
point_of_sale.56DT4J1Y,56DT4J1Y,1.0
point_of_sale.56DT4K1Y,56DT4K1Y,0.0
point_of_sale.56DT576T,56DT576T,0.0
point_of_sale.56DT57X3,56DT57X3,0.0
point_of_sale.56DT586T,56DT586T,0.0
point_of_sale.56DT656T,56DT656T,0.0
point_of_sale.56DT65X3,56DT65X3,0.0
point_of_sale.56DU0323,56DU0323,0.0
point_of_sale.56DU0423,56DU0423,0.0
point_of_sale.56GF012V,56GF012V,0.0
point_of_sale.56JD053F,56JD053F,0.0
point_of_sale.56JD057Q,56JD057Q,0.0
point_of_sale.56JD05X3,56JD05X3,1.0
point_of_sale.56JD2DX3,56JD2DX3,0.0
point_of_sale.56JD2EX3,56JD2EX3,0.0
point_of_sale.56JD3X1Y,56JD3X1Y,2.0
point_of_sale.56JD3Y1Y,56JD3Y1Y,0.0
point_of_sale.56JE1X3V,56JE1X3V,0.0
point_of_sale.56JF141V,56JF141V,0.0
point_of_sale.56JF14W3,56JF14W3,0.0
point_of_sale.56JF151V,56JF151V,0.0
point_of_sale.56JF15W3,56JF15W3,0.0
point_of_sale.56JF181Y,56JF181Y,0.0
point_of_sale.56JF191Y,56JF191Y,9.0
point_of_sale.56JF201V,56JF201V,0.0
point_of_sale.56JF20W3,56JF20W3,0.0
point_of_sale.56JF211V,56JF211V,0.0
point_of_sale.56JF21W3,56JF21W3,0.0
point_of_sale.56JF221V,56JF221V,0.0
point_of_sale.56JF22W3,56JF22W3,0.0
point_of_sale.56JF246B,56JF246B,0.0
point_of_sale.56JF256B,56JF256B,0.0
point_of_sale.56JF3832,56JF3832,0.0
point_of_sale.56JF384R,56JF384R,0.0
point_of_sale.56JF385N,56JF385N,0.0
point_of_sale.56JF385Y,56JF385Y,0.0
point_of_sale.56JF3932,56JF3932,0.0
point_of_sale.56JF394R,56JF394R,0.0
point_of_sale.56JF395N,56JF395N,0.0
point_of_sale.56JF395Y,56JF395Y,0.0
point_of_sale.56JG05X3,56JG05X3,0.0
point_of_sale.56JG104X,56JG104X,0.0
point_of_sale.56JG114X,56JG114X,0.0
point_of_sale.56JG124X,56JG124X,0.0
point_of_sale.56JG134X,56JG134X,0.0
point_of_sale.56JG14X3,56JG14X3,0.0
point_of_sale.56JG15X3,56JG15X3,0.0
point_of_sale.56JG221T,56JG221T,0.0
point_of_sale.56JG22X3,56JG22X3,0.0
point_of_sale.56JH042V,56JH042V,0.0
point_of_sale.56JH043F,56JH043F,0.0
point_of_sale.56JH045N,56JH045N,0.0
point_of_sale.56JH047A,56JH047A,2.0
point_of_sale.56JH04X3,56JH04X3,3.0
point_of_sale.56JH052V,56JH052V,0.0
point_of_sale.56JH057A,56JH057A,2.0
point_of_sale.56JH057M,56JH057M,0.0
point_of_sale.56JH05X3,56JH05X3,0.0
point_of_sale.56JH45X3,56JH45X3,0.0
point_of_sale.56JH706S,56JH706S,0.0
point_of_sale.56JK0123,56JK0123,0.0
point_of_sale.56JK2323,56JK2323,4.0
point_of_sale.56JL0101,56JL0101,8.0
point_of_sale.56JL0201,56JL0201,0.0
point_of_sale.56JL023G,56JL023G,3.0
point_of_sale.56JL0401,56JL0401,0.0
point_of_sale.56JL0601,56JL0601,0.0
point_of_sale.56JL0701,56JL0701,0.0
point_of_sale.56JL104R,56JL104R,0.0
point_of_sale.56JL105N,56JL105N,0.0
point_of_sale.56JL105Y,56JL105Y,0.0
point_of_sale.56JL10X3,56JL10X3,0.0
point_of_sale.56JL144R,56JL144R,1.0
point_of_sale.56JL145N,56JL145N,0.0
point_of_sale.56JL14X3,56JL14X3,0.0
point_of_sale.56JL154R,56JL154R,3.0
point_of_sale.56JL155N,56JL155N,1.0
point_of_sale.56JL15X3,56JL15X3,2.0
point_of_sale.56JL1W3V,56JL1W3V,0.0
point_of_sale.56JL1X3V,56JL1X3V,0.0
point_of_sale.56JL2042,56JL2042,0.0
point_of_sale.56JL2045,56JL2045,0.0
point_of_sale.56JL2046,56JL2046,1.0
point_of_sale.56JL2047,56JL2047,0.0
point_of_sale.56JL2142,56JL2142,0.0
point_of_sale.56JL2145,56JL2145,0.0
point_of_sale.56JL2146,56JL2146,2.0
point_of_sale.56JL2147,56JL2147,0.0
point_of_sale.56JL224R,56JL224R,0.0
point_of_sale.56JL225N,56JL225N,0.0
point_of_sale.56JL22X3,56JL22X3,0.0
point_of_sale.56JL243G,56JL243G,0.0
point_of_sale.56JL253G,56JL253G,0.0
point_of_sale.56JL315X,56JL315X,0.0
point_of_sale.56JL325X,56JL325X,0.0
point_of_sale.56JL335X,56JL335X,0.0
point_of_sale.56JL3831,56JL3831,0.0
point_of_sale.56JL384R,56JL384R,1.0
point_of_sale.56JL385Y,56JL385Y,0.0
point_of_sale.56JL386T,56JL386T,0.0
point_of_sale.56JL3931,56JL3931,3.0
point_of_sale.56JL394R,56JL394R,0.0
point_of_sale.56JL395Y,56JL395Y,0.0
point_of_sale.56JL396T,56JL396T,0.0
point_of_sale.56JL3X1Y,56JL3X1Y,0.0
point_of_sale.56JL3Y1Y,56JL3Y1Y,0.0
point_of_sale.56JL4J1Y,56JL4J1Y,0.0
point_of_sale.56JL4K1Y,56JL4K1Y,0.0
point_of_sale.56JL4L1Y,56JL4L1Y,0.0
