STR_PART_CODE,STR_DESC,INT_QTY,INT_TOTAL_COST,INT_AVG_UNIT_COST
24111024,CHARGING  COIL,20,26062,1303.1
DH101035,GASKET - CYL. HEAD COVER,2,1859.2,929.6
PF511222,CAMSHAFT ASSEMBLY,1,2448.5,2448.5
31101038,RATCHET,16,12483.2,780.2
36314001K,STEERING CONE KIT - CT / PLATINA 100,130,128401,987.7
36DH4174,DISC PAD SET REAR CALIPER ENDU,10,10126,1012.6
SVA0017,MUD FLAPS-3 Pcs (24230185,20,4814,240.7
BA132110,RUBBER  BUFFER,9,672.3,74.7
24151090,FORK : PUSH ROD,7,522.9,74.7
AN101337,GEAR ASSEMBLY DIFFERENTIAL,6,69371.4,11561.9
36AA4106,KIT_ VALVE 4S BSIV,10,24817,2481.7
31101082,GEAR-TOP (29T),3,3710.1,1236.7
24151297,WASHER,13,1079,83
24151285,WHEEL RIM (NEW),6,23704.8,3950.8
31201003,RELAY ASSY [12V],27,18376.2,680.6
36222256,SPRING PLATE KIT NEW,50,10790,215.8
DD111018,SPARK PLUG,125,43262.5,346
AE121008,BUSH  FOR UCAL CARB,11,1643.4,149.4
DH101397,LEVER ASSEMBLY COMPLETE-CHANGE,25,35482.5,1419.3
AB171044,SHOCKABSORBER ASSEMBLY COMPLETE-FRONT,36,84665.9,2352
AL121062,ELEMENT AIR FILTER,10,15853,1585.3
39034017,CIRCLIP,50,830,16.6
DJ181067,HANDLE BAR (SATIN FINISH) K2,5,10084.5,2016.9
JZ161001,BRAKE PEDAL,4,4415.6,1103.9
AA191064,CLUTCH CABLE COMPLETE,30,17928,597.6
DG171034,GUARD,4,3286.8,821.7
AA201179,HARNESS WIRING (FRONT) [4POLE PARKING SWITCH,1,7536.4,7536.4
BA161134,BRACKET ASSY -,1,1427.6,1427.6
36DD4001,PISTON RING SET STD. (DU101218),10,11288,1128.8
31101019,COLLET,125,3090,25
DS191038,HOLDER ASSEMBLY - RH (FOR SPARES),14,11271.4,805.1
16151066,NIPPLE  SPOKE,764,18573.6,24
JB401400,CONTROL SWITCH LH,8,16135.2,2016.9
AA121010,GASKET OIL FILTER,100,10790,107.9
JA521001,GASKET CYLINDER BLOCK,101,8891.3,88
AA101448,RING - PISTON SET FOR SPARES,10,15687,1568.7
JC151020,CASE METER HOUSING(W/O SPED SENS,1,896.4,896.4
24121064,SPRING,10,747,74.7
DK101105,GEAR 3RD DRIVEN,2,2041.8,1020.9
39187105,STUD,45,1837.5,41
AA111083,DRIVE ASSEMBLY,1,8217,8217
24151058,CABLE ASSEMBLY - HAND BRAKE FRONT SIDE,50,38587,772
AA191068,CABLE COMPLETE REVERSE,72,42811.2,595
BG113804,CLAMP BRAKE PIPE,5,106.25,21.25
DZ181004,LOCK SET (3 IN 1) - VE,16,54768,3423
JD561417,BOOT - CHANGE ARM,15,1369.5,91.3
39160804,BOLT,56,6042.4,107.9
AA101073,ROD PUSH,36,13744.8,381.8
36JH0001,KIT PISTON RINGS,2,2506.6,1253.3
JB571006,GEAR OIL PUMP D100 UG,3,821.7,273.9
24141210,GASKET-4HOLES,10,913,91.3
JC201027,CABLE ASSY. ST MOTOR TO ST RELAY,1,871.5,871.5
AF201094,BRAKE SWITCH-RE-5P,40,24236,605.9
JA551002,SPLINE WASHER (17.2X20.5X1.5),6,249,41.5
AA111086,SPRING - PINION RETURN,32,3984,124.5
DF141128,DAMPER (FUEL TANK MOUNTNG) IN PVC RUBBER,20,1660,83
DX151016,AXLE,5,2739,547.8
JA113201,SHAFT STAND,7,1394.4,199.2
JZ161009,ASSEMBLY BRAKE PEDAL,3,3909.3,1303.1
DH101188,GEAR COMPLETE - STARTER COUNTE,25,44172,1767
JN551408,ANTI JUDDER SPRING,31,12865,415
AP121009,CASE AIR FILTER,2,1261.6,630.8
36314001,KIT STEERING CONE NEW 4/S-BOXER-CT100,127,140195.3,1103.9
36DZ0008,KIT GEAR METER SCREW AW ( PLATINA ),3,1095.6,365.2
DS151038,SPEEDOMETER GEAR 21T,55,5478,99.6
DP101111,PLATE-CLUTCH,1,182.6,182.6
JZ161202,CABLE ACCELERATOR,39,19098.3,489.7
36JD0004,KIT VACCUM PISTON PULSAR135 LS,6,12841.2,2140
DS181077,CYLINDER COMPLETE-FORK,6,3635.4,605.9
DF161413,DAMPER-STEP:-FRONT IN 'PVC',76,39109.6,514.6
DS101071,GUAGE OIL LEVEL,22,1826,83
36DH1003,GUIDE CHAIN KIT,61,30378,498
AL201065,HEADLAMP ASSEMBLY/LAMP LH,4,9495.2,2373.8
DH151056,SPROCKET 44T - 4 RUBBER,1,1236.7,1236.7
36DU1205,KIT - CARBURETTOR FLOAT PIN,55,40920,744
AB171040,BUSH RUBBER,17,1834.3,107.9
DZ191004,PEDAL - BRAKE,7,12026.7,1718.1
JZ551208,GEAR 4RD DRIVEN,15,19422,1294.8
24151177,KIT PARKING LEVER LH,37,7677.5,207.5
DJ151071,SET - DISC PAD [ ETS ],40,28220,705.5
AA111089,IGNITER - D.C. (DIGITAL),3,13645.2,4548.4
36DJ4001,KIT - CHAIN CASE DTSI UG I,1,1859.2,1859.2
36DS1201,KIT - VACCUM PISTON CARBURETTOR,0,0,2564.7
36JK0064,KIT CYL BLOCK & PISTON,1,6781.1,6781.1
DU181070,FLAP COWLING,15,13944,929.6
39199819,OIL SEAL [ GEAR CHANGE LEVER ],28,2556.4,91.3
DJ151073,PROTECTION BOOT 9DIA,12,1294.8,107.9
DJ191059,LEVER - BRAKE [ MICRO SW-ETS ],10,4814,481.4
DS101336,SHAFT ARM ROCKER EXHAUST,8,929.6,116.2
DU191022,COVER-METER:UPPER (SPARE PRICOL:CT-S1E),11,9038.7,821.7
DJ181103,PIPE COMP.SUSPENSION INNER-UG II,1,5021.5,5021.5
JZ232800,BKT NUMBER PLATE,2,232.4,116.2
JE541008,SPRING KICK RETURN,25,2697.5,107.9
24191101,PULLY GAS CONTROL,139,10383.3,74.7
DD201157,RR UNIT (CALIBER 115),1,1850.9,1850.9
DS181070,BUSH - GUIDE,5,1577,315.4
DP181063,WINDSHIELD WITH LABEL,16,17928,1120.5
39029615,NUT *,400,16450,41
AA111118,GASKET,20,498,24.9
AF111032,CAP SPARK PLUG RH SOLID POST,3,971.1,323.7
DX101074,SCREW PAN CROSS M6 PRECOATED,20,332,16.6
KADD0530,BOLT FLANGED,20,166,8.3
DS151056,COVER-DUST:-FRONT,10,207.5,20.75
AA101471,WHEEL CLUTCH,68,53053.6,780.2
JD151037,BRACKET HEADLMAP MTG LH,4,332,83
JD181229,COVER HARNESS RH,2,265.6,132.8
JB581005,ELEMENT AIR FILTER,20,11122,556.1
36JA0020,KIT PLATE FRCITION ( JA551418 ),25,36401,1456
39199020,BEARING - NEEDLE,5,1037.5,207.5
59050008,STUD M10 (BOLT STUD CYLINDER),10,3652,365.2
JA351608,POSITIVE BRUSH HOLDER ASSEMBLY,30,2988,99.6
01100342,BEARING BALL [6204],16,8632,539.5
39188020,BEARING - BALL :- 15 X 32 X 9 (6002-C3),29,12275.7,423.3
DU201047,LAMP (LIGHT) ASY HEAD+LAMP (CT100) S1D,2,10590.8,5295.4
39255020K,FRONT WHEEL BEARING KIT - 3W FL,7,7436.8,1062.4
01100342K,REAR WHEEL BEARING KIT - 3W,80,86320,1079
AE101016K,CLUTCH PLATE KIT KIT - 3W (5P),50,72000,1440
36DD4008K,CLUTCH PLATE KIT - CT100 / PLATINA 100,4,9462,2365.5
39239620K,REAR WHEEL BEARING KIT - BOXER / CT 100 / PLATINA 100,19,16400.8,863.2
DJ181041,HOLDER FORK UNDER,9,32121,3569
36DV0004,KIT CHAIN SPROCKET ( AVENGER ),4,23140.4,5785.1
DF151016,ROD TORQUE,10,3320,332
52240342,SPEEDOMETER ASSEMBLY WITH TOP COVER,3,6374.4,2124.8
36DU4085,KIT CHAIN SPROCKET CT100ES,4,16135.2,4033.8
DM191025,CABLE CLUTCH,2,879.8,439.9
DY113000,ASSEMBLY MAIN STEP LH,7,12549.6,1792.8
AA231142,CLAMP AIR FILTER,6,1942.2,323.7
AP121125,HOLDER ELEMENT A,4,498,124.5
DH161309,PLUG FRONT FENDER,34,282.2,8.3
36JK0011,KIT VALVE PLATINA BM 125,76,132468,1743
39083415,NUT FOR CYL.HEAD,30,249,8.3
JB541224,GASKET COVER MAGNETO,0,0,215.8
DU161144,STAY : STAY LH,7,10341.8,1477.4
DG201049,LENS-TAIL LIGHT :-RED,3,1593.6,531.2
AA101347,CONNECTING TUBE ASSLY,5,5519.5,1103.9
30101236,BALL /S/,600,9960,16.6
36DD4008,KIT PLATE CLUTCH  ( DD101480 ),0,0,1352.9
JZ571001,GEAR DRIVEN + SHAFT OIL PUMP,19,4573.3,240.7
24151167,ASSEMBLY BACK PLATE FRONT,3,7121.4,2373.8
DS181066,WINDSHIELD ASSEMBLY,94,124051.8,1319.7
JN122000,REAR SHOCK ABSORBER DISCOVER BLACK 135,6,28368,4728
JN231202,LEG GUARD KIT DISCOVER BLACK 135,2,4913.6,2456.8
DK73032V,COWL SEAT ASSEMBLY COCKTAIL WINE RED,4,14940,3735
DS171015,"CAP - SWING ARM
",90,4374,49
DU101185,LEVER CHANGE WITH DAMPER,30,34362,1145.4
39107404,BOLT-FLANGED,50,1037.5,20.75
DL191013,LEVER - CLUTCH,58,42844.6,738.7
JA621001,SHAFT KICK,13,12084.8,929.6
DJ151094,ROTOR SPEEDO,40,10292,257.3
JB232600,LOCK SET 3 IN 1,2,7337.2,3668.6
DZ191019,CABLE INNER - SPEEDOMETER,22,3834.6,174.3
31201081,NEUTRAL  SWITCH,28,7436.8,265.6
DZ101031,COVER MUFFLER REAR,16,23638.4,1477.4
52DU0104,LEVER COMP. CHANGE SHAFT SUB ASSLY.,15,19048.5,1269.9
DZ151012,AXLE,25,8180,327
DU151027,SPROCKET 42 TEETH,1,2324,2324
39178301,SCREW - TRUSS :- M5 X 0.8 X 10,100,830,8.3
24121070,NEEDLE VALVE,10,7719,771.9
39239121,RING-O,95,14085,148
52DU1174,FUEL TANK BLACK RED WH DECAL (CT100  ES  BS IV _EVAP TYPE),1,22227.4,22227.4
52DU1175,FUEL TANK BLACK BLU WH DECAL (CT ES BLGD,1,21040.5,21040.5
36224004K,REAR WHEEL BEARING KIT 2S-3W,25,36520,1460.8
36241001K,CLUTCH PLATE KIT KIT FOR 2S  (2P / 3P),29,32494.5,1120.5
36AL0031,BR SHOE TRAILING ASSLY W/O HBL CARGO,2,1743,871.5
AA151053,CABLE HAND BRAKE REAR LH,1,589.3,589.3
59200029,BALANCER LH BEARING 6204 (20*47*14),3,1743,581
52AA0747,ASSEMBLY-AIR DEFLECTOR WITH GROMMET,6,4681.2,780.2
36DH4154,KIT CHAIN SPROCKET,15,117652.5,7843.5
JF231215,GUARD LEG RH - K11UG,12,10458,871.5
JK181247,FLAP SPEEDOMETER,2,630.8,315.4
52DH1525,TANK.FLAP.RH ASLY.DCL KH.EB.BLP150UG-BS4,2,3602.2,1801.1
52JZ1823,SEAT COWL EBONY BLACK WH DECAL (D-110 UG,3,22136.1,7378.7
LCD00001,NUT SPROCKET DRIVE LOCK,20,1826,91.3
JF511052,SLEEVE SPARK PLUG,2,896.4,448.2
BF511281,VALVE INTAKE,4,1190,297.5
BF551455,PLATE CLUTCH,1,76.5,76.5
JZ401074,INDICATOR REAR RH,2,1992,996
JH521007,GASKET CYLINDER BLOCK,25,2282.5,91.3
PA511098,GASKET CYLINDER HEAD D105D,5,2531.5,506.3
JL351038,STATOR ASSEMBLY,1,5436.5,5436.5
JY541276,GASKET MAGNETO COVER,5,1286.5,257.3
24101806,GEAR 1ST SPEED,4,9860.4,2465.1
AU511002,CYLINDER HEAD BSIV WITHOUT SAI (BS IV),3,34113,11371
SVA0066,SAFETY BAR COVER 8PCS/SET,1,1975.4,1975.4
DH101379,SCREW CSK M6X16 - PRECOATED (39075201,20,332,16.6
JY571015,PUMP EVACUATION ASSLY,2,1510.6,755.3
52DH1364,TNK FLP LH ASY W DKL FL RED P150 UG+BSIV,1,2224.4,2224.4
BF511214,CHAIN SILENT,2,1717,858.5
BA231013,GRILL  AIR  SUCT,15,1120.5,74.7
AA101862,ASSEMBLY CYLINDER HEAD,2,18774.6,9387.3
DJ141074,TUBE CONDENSATE FUEL DRAIN,1,589.3,589.3
DJ221021,GUARD LEG RH K2 UG,39,35283.3,904.7
JG621413,GEAR STARTER COUNTER 2 ASSY,6,18226.8,3037.8
BF511237,VALVE EXHAUST,4,1632,408
BF521019,ASSEMBLY CYLINDER BLOCK,2,8143,4071.5
BF551422,CLUTCH HUB,2,867,433.5
DJ121089,TUBE SAI AIR FILTER,10,1411,141.1
52JZ1775,SIDE COVER RH WH EB.BLCK DECAL(D-125 UG,2,6142,3071
52JF0435,K11 UG SIDE MASK RH SATIN BLACK + BLUE D,1,1253.3,1253.3
JH161200,CABLE ACCELERATOR,2,1510.6,755.3
36AA4018,KIT St Motor spring (RE FL),60,29382,489.7
YDH19003,SILENCER ASSAY,0,0,21912
DH161622,BELLY PAN MIDDLE,2,1909,954.5
DH161623,BRACKET BELLY PAN REAR RH,2,132.8,66.4
DH161624,BRACKET BELLY PAN FRONT LH,2,199.2,99.6
DH161626,BRACKET BELLY PAN FRONT RH,5,622.5,124.5
36DH4117,KIT FRICTION PLATE K1 BSIV,10,39425,3942.5
52JD0715,BELLY PAN LH EB. BLACK WITH DKL P135 LS,2,2871.8,1435.9
PD181222,VISOR,1,1062.4,1062.4
52JL0928,K4 UG SIDE MASK RH SATIN BLK + BLK DCAL,4,4249.6,1062.4
56DH3X1Y,STEP HOLDER LH(DH161404) MATTE SLATE GRA,14,57867.6,4133.4
DH102211,PLATE CLUTCH PRESSURE,32,26552.9,830
PD402418,SPEEDOMETER,1,13670.1,13670.1
DM101099,PLATE - SPACER,4,66.4,16.6
JL402005,HEADLAMP CONTROL UNIT (VE MODEL),2,4067,2033.5
KPBF6203,BEARING-BALL-C3 -HN3 CRANKCASE,6,3834.6,639.1
56DJ4E1Y,COVER MOTOR STARTER (DH102309) - MATTE S,4,1328,332
JK113203,SIDE STAND,3,1942.2,647.4
PA131274,"WHEEL REAR  2.15X17
",1,6606.8,6606.8
PA231217,GUARD LEG LH,7,6332.9,904.7
PA231218,GUARD LEG RH,5,4523.5,904.7
24171014K,COUPLING  LOCK KIT,86,8565.6,99.6
52DH1535,SEAT COWL WITH DCL KHI EB.BLK P150UG+BS4,10,80759,8075.9
56DJ3X1Y,K2 HOLDER STEP LH GREY MATTE SLATE,4,18326.4,4581.6
AL191064,CABLE SPEEDOMETER CARGO,3,3784.8,1261.6
JD181240,WINDSHIELD,1,1303.1,1303.1
24101155,COWLING ASSY. COMP.*,5,3569,713.8
39203804,BOLT - DISC PLATE,25,622.5,24.9
06101254,RING O,77,7030.1,91.3
AA101424,OIL PUMP DRIVE GEAR,3,1045.8,348.6
DS151025,ROD - TORQUE,9,2763.9,307.1
DJ221004,REAR VIEW MIRROR RH,40,28506,713
52DH2009,FRONT FENDER ASSLY KHI EB.BLACK RED (K1R,4,15803.2,3950.8
52JD0744,TANK EBONY BLACK WITH  RED DECAL PULSAR 1355,1,16716.2,16716.2
JE511209,"VALVE EXHAUST -K11
",24,20865,869
AA121218,"MANIFOLD INTAKE
",1,415,415
DH101302,SCREW - TRUSS,30,3486,116.2
24100305,BUSH,10,2241,224.1
JH232602,ASSEMBLY LOCK SET - NON EVAP,1,5652.3,5652.3
JZ113011,STAY RH MAIN STEP,5,3693.5,738.7
DH151079,REAR ALLOYWHEEL,2,33449,16724.5
52240760,BUMPER ASSAY,16,23638.4,1477.4
AA101680,FLANGE ASSY GEAR SHIFTER,3,3710.1,1236.7
BF113461,ENGINE MOUNT FRONT BIW SIDE,3,6043.5,2015
52JD0389,SEAT COWL ASSLY WH DKL EB . BLK P135,3,6573.6,2191.2
DK101573,PLATE CLUTCH LIFTER (FCC),12,4880.4,406.7
AA102114,CLIP NUT,10,1162,116.2
KPBC6202,BEARING-BALL-C3 CLEARANCE,10,5063,506.3
JH122014,CHAIN SLIDER,2,713.8,356.9
DK181082,HANDLE BAR TUBE ASSY LH,19,22551.1,1186.9
22250132,CABLE ASSEMBLY - ELECTRIC :- WHITE,10,664,66.4
24130105,BEARING BALL [16007] - DIFFERENTIAL,30,27360,912
JZ121060,LEG OUTER RH,3,14566.5,4855.5
SVA0012,"HOOD FRAME (24231748)
",3,10084.5,3361.5
SVA0023,"SIDE BAR & BRACKET
",2,1195.2,597.6
JL181203,FAIRING,4,4548.4,1137.1
AA111074,SPARK PLUG CAP WITH RUBBER,30,12699,423.3
52JZ0950,SD.COVR RH ASLY EB.BLK WH BLUE DEC(D125),1,2407,2407
36JF0005,"KIT CHAIN GUIDE
",4,3187.2,796.8
JE551001,SHAFT INPUT K11,1,1444.2,1444.2
39104319,OIL SEAL [ GEAR SHAFT INNER ],51,5926.2,116.2
AN101147,PLATE STOPPER,20,996,49.8
JD561011,SPECIAL BOLT DRUM CHANGE M6X1,33,2465.1,74.7
BH111071,CAP WIPER MOTOR BIG FL,2,99.6,49.8
30151105,BRAKE SHOE ASSY,280,190093.6,679
PA113024,ASSEMBLY STEP MAIN RH COMP,22,29338.2,1334
PD551201,GEAR 1ST DRIVEN,2,1992,996
24151232,PAD BRAKE PEDAL REFL,10,747,74.7
AN111009,ROTOR ASSLY,0,0,5469.7
AA121226,INSULATOR FOR MANIFOLD,29,2166.3,74.7
AA201278,SPEEDOMETER ASSEMBLY,1,2963.1,2963.1
JF531007,CONROD ASSLY COMPL,3,11603.4,3867.8
PD113000,FOOTREST RIDER LH - AVENGER,6,5776.8,962.8
AA101084,GASKET SECTOR FLANGE,20,498,24.9
AA101706,GUIDE CHAIN NON TENSIONER SIDE (NEW),130,35607,273.9
JD511010,GASKET HEAD COVER,62,30433,491
36AA4055,ASSEMBLY WINDSHIELD- ED COATED (52AL0278),4,38368,9592
AN101391,ASSEMBLY CLUTCH CABLE & HT COIL BKT,4,1759.6,439.9
JV541006,CAP STRAINER,3,647.4,215.8
AN101203,INTERNAL COWLING,29,43566.7,1502.3
JH161203,SEAT LOCK ASSY COMP,3,1220.1,406.7
JH591034,SHIELD MUFFLER C101,2,1792.8,896.4
39243704,BOLT- HEXAGON SOCKET HEAD CAP,50,1660,33.2
AA161219,"TRIM UPPER SMALL RH
",1,655.7,655.7
56JL154R,SIDE MASK RH PASSION RED,2,4382.4,2191.2
JE511221,SHAFT ROCKER K11,4,398.4,99.6
52PF0726,"FAIRING EBONY BLK WH DECAL PLATINA ES-UG
",2,7719,3859.5
YPF08015,"SPEEDOMETER TOP COVER WITH SEALING RING-

",1,547.8,547.8
DK101721,GEAR 5TH DRIVEN (180),6,6175.2,1029.2
AP201130,ASSEMBLY ARMATURE,1,4465.4,4465.4
JE511201,VALVE EXHAUST P-145 UG,8,8100.8,1012.6
JF511214,RETAINER VALVE SPRING,5,664,132.8
AL161503,TOOL BOX LID RIGHT SIDE (PLASTIC),4,1726.4,431.6
56JL023G,BLINKER BKT (JL113800) MOON LIGHT SILVER,8,13888.6,1736
CD101080,GASKET FOR G.S.HSG,90,4482,49.8
PD232602,LOCK SET ASSEMBLY - AVENGER,2,8781.4,4390.7
JE511067,GASKET SAI FLANGE,18,448.2,24.9
EC541004,ADAPTER- OIL FILTER,2,561,280.5
52AN0122,CLUTCH COVER SUB ASSEMBLY,1,10914.5,10914.5
24121085,HOSE,11,547.8,49.8
AA161306,COVER SPEEDOMETER (BEIGE),2,780.2,390.1
AA111147,CAP SPARK PLUG RH SOLID POST,35,14815.5,423.3
JF151018,FORK FRONT ASSLY(K11),1,27647.3,27647.3
36222207,PRESSURE PLATE SET,71,32411.5,456.5
DS101059,SPRING - KICK STARTER,45,4482,99.6
R52PA0532,SEAT COWLING DISCOVER 125M,1,7727.3,7727.3
JW531004,CONNECTING ROD,2,3486,1743
DH102210,CENTER CLUTCH,22,26294.4,1195.2
24161266,LABEL :- RE TWO STROKE,35,5810,166
JL601251,RADIATOR ASSEMBLY,1,20708.5,20708.5
36AE0001,PRESSURE PLATE KIT (5P),5,2520,504
52DJ1444,TANK FLAP LH,1,2606.2,2606.2
JD402405,SPEEDOMETER ASSEMBLY,0,0,12881.6
36PA0143,"KIT STEERING CONE-DIS 100 M
",55,83539.5,1518.9
JG131236,SPROCKET 45 T,1,3950.8,3950.8
52JZ1804,COWLING EBONY BLACK WITH DECAL (D-125 UG,16,57502.4,3593.9
KADD0845,BOLT FLANGED,20,830,41.5
36DU4017,KIT CHAIN SPROCKET,0,0,3776.5
24121462,FILTER (BREATHER),26,7553,290.5
BH151092,RACE INNER UPPER,5,1960,392
BF401144,HEAD LAMP ASS LH ASY RHD 60 55W,1,7820,7820
DH181131,HOLDER HANDLE BAR LH,2,4764.2,2382.1
JH551209,SPROCKET OUTPUT 15T,10,5229,522.9
36AA4117,ASSLY CYL. HEAD_VALVE 4S- 175,6,78933,13155.5
SVA0018,SIDE MIRROR ARM SET PLASTIC,10,2241,224.1
BF541039,DIPSTICK,6,969,161.5
AA102094,CHAIN TIMING-205FL,72,65934,916
SVA0024,COUPLING RUBBER (BLUE COLOR),180,1494,8.3
36BA4009K,STEERING  CUP SET (WITH STEEL BALL),25,66192.5,2647.7
DT232606,LOCK SET 3 IN 1 - EVAP E10,1,6988.6,6988.6
DU181108,OIL SEAL - DIA 30 SFN,1,373.5,373.5
JK121024,FORK ASSEMBLY FRONT,0,0,18318.1
AA111122,"ASSEMBLY CDI UNIT-205FL EXPORT
",5,26103.5,5220.7
JH511044,GASKET HEAD C101B,7,2324,332
JL401405,CONTROL SWITCH  RH (EXPORT),2,5494.6,2747.3
PF131239,COUPLING 4 LUG,1,1319.7,1319.7
24191182,CABLE ASSLY CHOKE RE FL,15,14193,946.2
DK010272,DECAL WHEEL EBONY BLACK-BLUE,2,547.8,273.9
JY551008,SHAFT OUTPUT ASSLY WITH PLUG,1,1328,1328
JL511219,SLEEVE SPARK PLUG,3,1512,504
BH151093,CAGE - BALL,5,640,128
24171198,HUB PIN PIVOT,10,4814,481.4
AA191092,CABLE CLUTCH COMPLETE,84,89938.8,1070.7
52PA1177,CHAIN CASE ASSLY UPPER & LOWER D-110UG,2,7071.6,3535.8
56JD3X1Y,STEP HOLDER LH(JD113026) SLATE MATTE GRA,1,3834.6,3834.6
JZ401408,SWITCH CONTROL RH,2,1626.8,813.4
52DJ1551,TANK - BLACK WITH RED DECAL(PULSAR 150  TWIN DISK -BELLY PAN MIODEL),2,60905.4,30452.7
PF551426,"HUB CLUTCH B104D
",10,9296,929.6
PF161226,"CABLE CLUTCH
",8,5843.2,730.4
YPF08011,"FUEL GAUGE WITH DIAL ONLY-PLATINA 100ES-
",1,854.9,854.9
52DU0931,SEAT COWL EBONY BLACK WH BL DKL CT100ES,1,5527.8,5527.8
52DH1523,TANK FLAP LH ASLY DL KH.EB. BLK P 150 UG BS4,3,5428.2,1809.4
DH010120,DECAL WHEEL FRONT LH,4,1826,456.5
24171200,SEAL PIVOT,11,1028.5,93.5
YPA26006,HEADLAMP WO BULB + WITH DRL,8,117660.8,14707.6
BH131206,HUB CAP FL NEW,5,498,99.6
DJ201176,HEADLAMP ASSLY WITHOUT BULB,38,233675.2,6149
36DJ4104,KIT MINOR CLAIPER,90,36603,406.7
PF561200,LEVER GEAR SHIFT COMP 4 SPD,5,6474,1294.8
36JZ0103,Pressure Plate Kit,150,98355,655.7
AA111202,ROTOR ASSEMBLY,6,40885.8,6814.3
AF111031,CAP SPARK PLUG LH SOLID POST,3,971.1,323.7
BH151095,RACE OUTER UPPER,5,2960,592
BH151096,RACE OUTER LOWER,5,5160,1032
BH151097,RACE INNER LOWER,5,2720,544
56DH046D,FAIRING(DJ181117) CHARCOAL BLACK,1,3477.7,3477.7
52DJ1298,K2 FUEL TANK BS IV EBONY  BLACK + 3D DECAL ( WITH SILVER DECAL),0,0,28601.8
24171201,BEARING NEEDLE,20,7138,356.9
AA111117,BOLT -TIE,22,2373.8,107.9
JE511085K,GASKET KIT - NS160,6,8764.8,1460.8
BGO10W30C,BAJAJ GENUINE OIL 10W30  CAN 1L,10,7762.5,776.25
36JG0016,KIT PISTON RINGS KTM 125 EXPORT,2,2622.8,1311.4
SVA0002,MATTING REAR (24231473),3,2514.9,838.3
BGO20W50C,BAJAJ GENUINE OIL 20W 50  CAN 1L,52,39,0.75
DU101045,SHAFT - KICK,54,58266,1079
JZ401045,TAIL LAMP W/O BULB,2,6324.6,3162.3
PF551201,GEAR 3RD DRIVE BM150 4 SPD,4,4614.8,1153.7
31151060,SHOE-BRAKE,312,198942.7,638
36AA4016K,CLUTCH PLATE KIT KIT - 3W (RE 205),4,13545.6,3386.4
DK161443,BRACKET BELLY PAN FRONT LH,5,332,66.4
AA141004K,FUEL TUBE KIT,30,14691,489.7
DK111084,STATOR ASSEMBLY,2,8051,4025.5
36BA4043,KIT SLIDER BLOCK WITH PIN,5,6017.5,1203.5
JL131232,DAMPER -COUPLING,13,10822.2,832
24151266,ASSLY. AXLE FRONT WHEEL,15,42081,2805.4
PF581423,INSULATOR MANIFOLD,5,290.5,58.1
39260801,GRUB SCREW M5*0.8*7,40,1660,41.5
JD511201,INTAKE VALVE,30,21493.5,716
JN181002,FLAP - COWLING,4,4747.6,1186.9
39190701,SCREW,40,332,8.3
36AA4118,CYLINDER HEAD ASSLY_WITH VALVES FL REFRESH,7,106439.2,15205.6
DK161447,BRACKET BELLY PAN REAR RH,1,83,83
DH191076,SPEEDO METER ASSAY,2,20584,10292
36AA4021,KIT CHAIN TENSIONER SPRING GASKET TYPE,15,15811.5,1054.1
SVA0022R,WHEEL RIM CUPS - RED,5,4108.5,821.7
SVA0022B,WHEEL RIM CUPS - BLUE,3,2465.1,821.7
SVA0022G,WHEEL RIM CUPS - GREEN,6,4930.2,821.7
